dateTime,airTemperature,relativeHumidity,soilTemperature,solarIrradiance,rainfall,dewPoint,deltaT,wetBulb,wind_avg_speed,wind_direction,barometricPressure,batteryVoltage
2023-12-01T00:00:00Z,23.6,49.7,25.0,591,0,12.5,6.2,17.4,8.21,E,,14.37
2023-12-01T00:01:00Z,23.6,50.2,25.1,595,0,12.6,6.1,17.5,7.7,ENE,,14.38
2023-12-01T00:02:00Z,23.8,50.2,25.1,597,0,12.8,6.1,17.7,5.18,N,,14.38
2023-12-01T00:03:00Z,23.9,49.4,25.1,602,0,12.7,6.3,17.6,6.19,ENE,,14.38
2023-12-01T00:04:00Z,23.9,49.2,25.1,604,0,12.6,6.3,17.6,4.68,ESE,,14.37
2023-12-01T00:05:00Z,23.9,49.4,25.2,609,0,12.7,6.3,17.6,6.19,E,,14.38
2023-12-01T00:06:00Z,23.9,49.2,25.2,611,0,12.6,6.3,17.6,7.2,NNE,,14.38
2023-12-01T00:07:00Z,23.9,49.1,25.2,616,0,12.6,6.3,17.6,6.7,NE,,13.46
2023-12-01T00:08:00Z,24.0,49.6,25.2,621,0,12.8,6.3,17.7,6.19,E,,13.46
2023-12-01T00:09:00Z,24.2,48.5,25.2,623,0,12.7,6.5,17.7,6.19,ENE,,13.46
2023-12-01T00:10:00Z,24.2,48.9,25.2,628,0,12.8,6.4,17.8,7.2,N,,13.46
2023-12-01T00:11:00Z,24.1,48.4,25.3,631,0,12.5,6.5,17.6,6.19,NE,,13.47
2023-12-01T00:12:00Z,24.1,48.9,25.3,633,0,12.7,6.4,17.7,5.69,NNE,,13.46
2023-12-01T00:13:00Z,24.3,48.8,25.3,638,0,12.8,6.4,17.9,5.69,ENE,,13.46
2023-12-01T00:14:00Z,24.4,48.7,25.3,640,0,12.9,6.5,17.9,2.66,E,,13.46
2023-12-01T00:15:00Z,24.8,48.6,25.4,644,0,13.2,6.6,18.2,1.15,E,,13.46
2023-12-01T00:16:00Z,24.8,47.5,25.4,648,0,12.9,6.7,18.1,4.68,NNE,,13.47
2023-12-01T00:17:00Z,24.9,47.5,25.4,650,0,13.0,6.8,18.1,3.67,NE,,13.46
2023-12-01T00:18:00Z,24.8,47.1,25.4,655,0,12.8,6.8,18.0,9.22,ENE,,13.46
2023-12-01T00:19:00Z,24.9,47.5,25.4,657,0,13.0,6.8,18.1,4.18,NE,,13.47
2023-12-01T00:20:00Z,24.9,46.5,25.5,660,0,12.7,6.9,18.0,4.68,NE,,13.46
2023-12-01T00:21:00Z,24.9,47.6,25.5,664,0,13.0,6.7,18.2,6.19,ENE,,13.47
2023-12-01T00:22:00Z,25.1,47.6,25.5,667,0,13.2,6.8,18.3,3.67,ESE,,13.47
2023-12-01T00:23:00Z,25.2,47.5,25.5,671,0,13.3,6.8,18.4,5.69,SSE,,13.46
2023-12-01T00:24:00Z,25.1,47.4,25.6,676,0,13.1,6.8,18.3,5.18,SE,,13.47
2023-12-01T00:25:00Z,25.1,47.2,25.6,679,0,13.1,6.8,18.3,5.18,ESE,,13.47
2023-12-01T00:26:00Z,25.3,48.2,25.6,682,0,13.6,6.7,18.6,2.66,SE,,13.47
2023-12-01T00:27:00Z,25.5,46.0,25.6,685,0,13.0,7.1,18.4,2.66,ENE,,13.47
2023-12-01T00:28:00Z,25.5,47.4,25.6,688,0,13.5,6.9,18.6,4.68,SE,,13.47
2023-12-01T00:29:00Z,25.5,45.4,25.7,691,0,12.8,7.2,18.3,4.18,ENE,,13.47
2023-12-01T00:30:00Z,25.6,45.9,25.7,693,0,13.1,7.2,18.4,2.66,E,,13.47
2023-12-01T00:31:00Z,25.7,46.0,25.7,699,0,13.2,7.2,18.5,5.69,ESE,,13.47
2023-12-01T00:32:00Z,25.6,46.4,25.8,702,0,13.3,7.1,18.5,5.69,ESE,,13.47
2023-12-01T00:33:00Z,25.4,46.1,25.8,706,0,13.0,7.1,18.3,5.69,ESE,,13.47
2023-12-01T00:34:00Z,25.6,45.9,25.8,709,0,13.1,7.2,18.4,1.66,WNW,,13.47
2023-12-01T00:35:00Z,25.8,45.0,25.9,711,0,13.0,7.3,18.5,3.67,ENE,,13.47
2023-12-01T00:36:00Z,25.9,44.6,25.9,714,0,12.9,7.4,18.5,3.17,ENE,,13.47
2023-12-01T00:37:00Z,26.1,44.7,25.9,717,0,13.1,7.5,18.6,4.18,ESE,,13.47
2023-12-01T00:38:00Z,26.2,44.1,25.9,721,0,13.0,7.6,18.6,4.68,E,,13.47
2023-12-01T00:39:00Z,26.0,44.7,25.9,724,0,13.0,7.4,18.6,5.69,NE,,13.47
2023-12-01T00:40:00Z,26.2,45.5,26.0,727,0,13.5,7.3,18.9,1.66,SE,,13.47
2023-12-01T00:41:00Z,26.4,43.8,26.0,731,0,13.1,7.7,18.7,1.15,SE,,13.47
2023-12-01T00:42:00Z,26.7,44.4,26.0,732,0,13.6,7.6,19.1,2.16,SSW,,13.47
2023-12-01T00:43:00Z,26.9,43.0,26.1,736,0,13.3,7.9,19.0,0.65,N,,13.47
2023-12-01T00:44:00Z,27.2,42.0,26.1,738,0,13.2,8.2,19.0,2.16,E,,13.47
2023-12-01T00:45:00Z,26.9,42.3,26.1,741,0,13.0,8.0,18.9,5.18,N,,13.47
2023-12-01T00:46:00Z,26.9,42.3,26.1,743,0,13.0,8.0,18.9,3.17,N,,13.47
2023-12-01T00:47:00Z,26.9,42.6,26.2,745,0,13.1,8.0,18.9,3.17,NE,,13.47
2023-12-01T00:48:00Z,27.0,42.0,26.2,749,0,13.0,8.1,18.9,3.17,NE,,13.47
2023-12-01T00:49:00Z,26.7,42.9,26.2,751,0,13.1,7.9,18.8,6.19,N,,13.47
2023-12-01T00:50:00Z,26.7,43.0,26.3,753,0,13.1,7.9,18.8,2.16,E,,13.47
2023-12-01T00:51:00Z,26.9,42.8,26.3,758,0,13.2,8.0,18.9,4.18,E,,13.47
2023-12-01T00:52:00Z,27.0,42.4,26.3,762,0,13.1,8.0,19.0,3.67,NNE,,13.47
2023-12-01T00:53:00Z,26.8,42.1,26.4,766,0,12.9,8.1,18.7,6.19,E,,13.47
2023-12-01T00:54:00Z,26.7,43.2,26.4,770,0,13.2,7.8,18.9,3.17,E,,13.47
2023-12-01T00:55:00Z,26.8,43.0,26.4,772,0,13.2,7.9,18.9,5.69,NE,,13.47
2023-12-01T00:56:00Z,26.9,42.7,26.4,774,0,13.2,8.0,18.9,3.17,NE,,13.47
2023-12-01T00:57:00Z,27.0,43.0,26.5,777,0,13.4,7.9,19.1,1.66,NE,,13.47
2023-12-01T00:58:00Z,27.3,43.4,26.5,783,0,13.8,7.9,19.4,3.17,SSE,,13.47
2023-12-01T00:59:00Z,27.3,42.0,26.5,786,0,13.3,8.2,19.1,5.69,E,,13.47
2023-12-01T01:00:00Z,27.3,42.0,26.6,789,0,13.3,8.2,19.1,6.19,N,,13.47
2023-12-01T01:01:00Z,27.3,41.7,26.6,791,0,13.2,8.2,19.1,5.69,ENE,,13.47
2023-12-01T01:02:00Z,27.2,42.5,26.7,794,0,13.4,8.1,19.1,4.68,ENE,,13.47
2023-12-01T01:03:00Z,27.5,42.1,26.7,797,0,13.5,8.2,19.3,2.16,ENE,,13.47
2023-12-01T01:04:00Z,27.8,40.5,26.7,800,0,13.2,8.6,19.2,1.66,NNW,,13.47
2023-12-01T01:05:00Z,27.7,40.3,26.7,805,0,13.0,8.6,19.1,5.18,NE,,13.47
2023-12-01T01:06:00Z,27.8,40.7,26.8,805,0,13.2,8.5,19.3,2.66,ENE,,13.47
2023-12-01T01:07:00Z,27.7,40.7,26.8,808,0,13.1,8.5,19.2,5.18,N,,13.47
2023-12-01T01:08:00Z,27.8,41.3,26.8,810,0,13.5,8.4,19.4,3.17,E,,13.47
2023-12-01T01:09:00Z,27.7,40.4,26.9,815,0,13.0,8.6,19.1,5.69,E,,13.47
2023-12-01T01:10:00Z,27.6,41.1,26.9,817,0,13.2,8.4,19.2,4.68,N,,13.47
2023-12-01T01:11:00Z,27.7,41.3,27.0,818,0,13.4,8.4,19.3,5.18,NNE,,13.47
2023-12-01T01:12:00Z,27.6,40.5,27.0,823,0,13.0,8.5,19.1,6.7,NNE,,13.47
2023-12-01T01:13:00Z,27.5,41.4,27.0,826,0,13.2,8.3,19.2,6.7,ENE,,13.47
2023-12-01T01:14:00Z,27.4,41.8,27.0,831,0,13.3,8.2,19.2,4.68,E,,13.47
2023-12-01T01:15:00Z,27.5,41.6,27.1,835,0,13.3,8.3,19.2,4.68,E,,13.47
2023-12-01T01:16:00Z,27.8,41.9,27.1,837,0,13.7,8.3,19.5,1.15,SE,,13.47
2023-12-01T01:17:00Z,28.2,40.5,27.1,840,0,13.5,8.7,19.5,2.66,ENE,,13.47
2023-12-01T01:18:00Z,28.2,40.0,27.2,843,0,13.3,8.8,19.4,5.69,N,,13.47
2023-12-01T01:19:00Z,28.2,39.5,27.2,843,0,13.1,8.9,19.3,3.67,NNE,,13.47
2023-12-01T01:20:00Z,28.4,39.0,27.3,847,0,13.1,9.0,19.4,0.65,E,,13.47
2023-12-01T01:21:00Z,28.6,38.8,27.3,849,0,13.2,9.1,19.5,1.66,N,,13.47
2023-12-01T01:22:00Z,28.8,38.7,27.3,853,0,13.3,9.2,19.6,3.67,ESE,,13.47
2023-12-01T01:23:00Z,28.7,38.4,27.3,857,0,13.1,9.2,19.5,6.7,ENE,,13.47
2023-12-01T01:24:00Z,28.7,38.9,27.4,859,0,13.3,9.1,19.6,3.67,ESE,,13.47
2023-12-01T01:25:00Z,28.5,38.8,27.4,864,0,13.1,9.1,19.4,7.2,E,,13.47
2023-12-01T01:26:00Z,28.4,39.2,27.4,865,0,13.2,9.0,19.4,4.68,E,,13.47
2023-12-01T01:27:00Z,28.4,38.7,27.5,867,0,13.0,9.1,19.3,5.69,NE,,13.47
2023-12-01T01:28:00Z,28.4,39.7,27.5,870,0,13.4,8.9,19.5,5.69,ESE,,13.47
2023-12-01T01:29:00Z,28.6,39.0,27.6,872,0,13.3,9.1,19.5,4.18,ENE,,13.47
2023-12-01T01:30:00Z,28.6,38.4,27.6,875,0,13.1,9.2,19.4,6.19,ENE,,13.47
2023-12-01T01:31:00Z,28.7,38.6,27.6,877,0,13.2,9.2,19.5,2.66,NE,,13.47
2023-12-01T01:32:00Z,28.7,38.2,27.6,879,0,13.1,9.2,19.5,4.68,N,,13.47
2023-12-01T01:33:00Z,28.8,38.8,27.7,881,0,13.4,9.1,19.7,4.68,N,,13.47
2023-12-01T01:34:00Z,29.3,38.1,27.7,884,0,13.6,9.4,19.9,0.65,NE,,13.47
2023-12-01T01:35:00Z,29.7,37.5,27.8,886,0,13.7,9.6,20.1,1.15,SE,,13.47
2023-12-01T01:36:00Z,29.9,35.9,27.8,888,0,13.2,10.0,19.9,2.16,NNE,,13.47
2023-12-01T01:37:00Z,29.8,36.8,27.8,891,0,13.5,9.8,20.0,3.17,NNE,,13.47
2023-12-01T01:38:00Z,30.1,36.3,27.9,892,0,13.5,10.0,20.1,1.15,NE,,13.47
2023-12-01T01:39:00Z,30.0,35.7,27.9,896,0,13.2,10.1,19.9,3.67,SE,,13.47
2023-12-01T01:40:00Z,29.6,37.2,28.0,901,0,13.5,9.7,19.9,6.7,SSE,,13.47
2023-12-01T01:41:00Z,29.5,36.9,28.0,905,0,13.2,9.7,19.8,6.7,ESE,,13.47
2023-12-01T01:42:00Z,29.3,37.0,28.0,908,0,13.1,9.6,19.7,7.7,ESE,,13.47
2023-12-01T01:43:00Z,29.2,37.2,28.0,908,0,13.1,9.6,19.6,4.68,NNE,,13.47
2023-12-01T01:44:00Z,29.3,36.6,28.1,913,0,12.9,9.7,19.6,8.21,E,,13.47
2023-12-01T01:45:00Z,29.1,37.6,28.1,915,0,13.2,9.5,19.6,6.19,E,,13.47
2023-12-01T01:46:00Z,29.3,37.6,28.2,915,0,13.3,9.5,19.8,1.66,ESE,,13.47
2023-12-01T01:47:00Z,29.6,36.6,28.2,919,0,13.2,9.8,19.8,2.16,ENE,,13.47
2023-12-01T01:48:00Z,29.7,35.6,28.2,924,0,12.9,10.0,19.7,6.7,E,,13.47
2023-12-01T01:49:00Z,29.5,36.5,28.3,926,0,13.1,9.8,19.7,6.7,E,,13.47
2023-12-01T01:50:00Z,29.6,36.0,28.3,928,0,12.9,9.9,19.7,5.69,E,,13.47
2023-12-01T01:51:00Z,29.6,36.2,28.4,931,0,13.0,9.9,19.7,6.7,ESE,,13.47
2023-12-01T01:52:00Z,29.5,36.4,28.4,934,0,13.0,9.8,19.7,5.69,ESE,,13.47
2023-12-01T01:53:00Z,29.5,36.2,28.5,932,0,12.9,9.8,19.7,3.67,NE,,13.47
2023-12-01T01:54:00Z,29.8,36.3,28.5,935,0,13.3,9.9,19.9,2.66,NE,,13.47
2023-12-01T01:55:00Z,29.9,35.8,28.5,940,0,13.1,10.0,19.9,5.18,ESE,,13.47
2023-12-01T01:56:00Z,30.0,35.8,28.5,941,0,13.2,10.1,19.9,4.18,E,,13.47
2023-12-01T01:57:00Z,30.1,35.2,28.6,943,0,13.0,10.2,19.9,4.68,ENE,,13.47
2023-12-01T01:58:00Z,29.9,34.7,28.6,947,0,12.7,10.3,19.6,6.7,ENE,,13.47
2023-12-01T01:59:00Z,29.7,35.4,28.7,949,0,12.8,10.1,19.6,5.69,E,,13.47
2023-12-01T02:00:00Z,29.8,37.4,28.7,950,0,13.7,9.7,20.1,4.68,ESE,,13.47
2023-12-01T02:01:00Z,30.1,35.4,28.7,950,0,13.1,10.2,19.9,3.17,ENE,,13.47
2023-12-01T02:02:00Z,30.4,36.3,28.8,952,0,13.8,10.1,20.3,3.67,SSE,,13.48
2023-12-01T02:03:00Z,30.5,34.4,28.8,954,0,13.0,10.5,20.0,5.69,E,,13.47
2023-12-01T02:04:00Z,30.5,33.7,28.9,957,0,12.7,10.7,19.8,4.68,ENE,,13.47
2023-12-01T02:05:00Z,30.3,34.2,28.9,961,0,12.8,10.5,19.8,9.22,E,,13.48
2023-12-01T02:06:00Z,30.3,34.3,28.9,962,0,12.8,10.5,19.8,2.66,NE,,13.47
2023-12-01T02:07:00Z,30.4,33.8,29.0,963,0,12.7,10.6,19.8,2.16,ENE,,13.48
2023-12-01T02:08:00Z,30.6,33.9,29.0,967,0,12.9,10.6,20.0,4.18,ESE,,13.48
2023-12-01T02:09:00Z,30.6,34.1,29.0,969,0,13.0,10.6,20.0,3.67,NE,,13.47
2023-12-01T02:10:00Z,30.9,34.1,29.1,969,0,13.3,10.7,20.2,2.16,ESE,,13.48
2023-12-01T02:11:00Z,31.0,32.9,29.1,974,0,12.8,11.0,20.0,2.66,ESE,,13.48
2023-12-01T02:12:00Z,31.1,34.3,29.1,978,0,13.5,10.7,20.4,4.18,SSE,,13.48
2023-12-01T02:13:00Z,31.2,33.5,29.2,978,0,13.2,10.9,20.3,3.67,SE,,13.48
2023-12-01T02:14:00Z,31.0,33.5,29.2,982,0,13.1,10.8,20.2,9.22,SE,,13.47
2023-12-01T02:15:00Z,30.6,34.1,29.3,984,0,13.0,10.6,20.0,7.2,SE,,13.48
2023-12-01T02:16:00Z,30.7,34.0,29.3,985,0,13.0,10.6,20.1,4.68,ESE,,13.47
2023-12-01T02:17:00Z,30.8,32.9,29.3,984,0,12.6,10.9,19.9,4.18,ENE,,13.48
2023-12-01T02:18:00Z,31.0,33.2,29.4,989,0,12.9,10.9,20.1,4.68,E,,13.48
2023-12-01T02:19:00Z,30.9,33.3,29.4,994,0,12.9,10.9,20.0,8.21,S,,13.48
2023-12-01T02:20:00Z,30.9,34.0,29.5,994,0,13.2,10.7,20.2,4.68,SE,,13.48
2023-12-01T02:21:00Z,31.0,33.3,29.5,993,0,13.0,10.9,20.1,2.66,E,,13.48
2023-12-01T02:22:00Z,31.2,32.6,29.6,995,0,12.8,11.1,20.1,2.16,NW,,13.48
2023-12-01T02:23:00Z,31.5,32.3,29.6,996,0,12.9,11.3,20.2,2.16,NE,,13.48
2023-12-01T02:24:00Z,31.6,32.5,29.6,997,0,13.1,11.2,20.4,4.68,E,,13.48
2023-12-01T02:25:00Z,31.7,32.0,29.7,1000,0,13.0,11.4,20.3,4.18,SE,,13.48
2023-12-01T02:26:00Z,31.2,32.8,29.7,1002,0,12.9,11.1,20.1,5.18,SE,,13.48
2023-12-01T02:27:00Z,31.3,31.6,29.8,1004,0,12.4,11.4,19.9,4.18,NE,,13.48
2023-12-01T02:28:00Z,31.3,31.4,29.8,1006,0,12.3,11.4,19.9,7.2,NNE,,13.48
2023-12-01T02:29:00Z,31.4,31.7,29.8,1004,0,12.6,11.4,20.0,3.17,NNW,,13.48
2023-12-01T02:30:00Z,31.7,31.7,29.8,1008,0,12.8,11.5,20.2,3.67,NNE,,13.48
2023-12-01T02:31:00Z,31.8,31.9,29.9,1013,0,13.0,11.4,20.4,5.69,SE,,13.48
2023-12-01T02:32:00Z,31.6,32.1,29.9,1017,0,12.9,11.3,20.3,8.71,SE,,13.48
2023-12-01T02:33:00Z,31.6,31.9,30.0,1018,0,12.8,11.4,20.2,3.17,ESE,,13.48
2023-12-01T02:34:00Z,31.8,31.3,30.0,1017,0,12.7,11.6,20.2,2.66,E,,13.48
2023-12-01T02:35:00Z,32.0,30.9,30.0,1018,0,12.7,11.7,20.3,1.66,NNE,,13.48
2023-12-01T02:36:00Z,32.2,29.8,30.1,1021,0,12.3,12.1,20.1,2.66,S,,13.48
2023-12-01T02:37:00Z,32.1,29.8,30.1,1024,0,12.2,12.0,20.1,4.68,NE,,13.48
2023-12-01T02:38:00Z,32.3,29.7,30.2,1025,0,12.4,12.1,20.2,3.67,E,,13.48
2023-12-01T02:39:00Z,32.1,30.1,30.2,1026,0,12.4,12.0,20.1,7.2,ESE,,13.48
2023-12-01T02:40:00Z,32.1,30.9,30.2,1027,0,12.8,11.8,20.3,3.67,E,,13.48
2023-12-01T02:41:00Z,32.1,29.9,30.3,1030,0,12.3,12.0,20.1,3.67,ESE,,13.48
2023-12-01T02:42:00Z,32.1,30.3,30.3,1032,0,12.5,11.9,20.2,3.67,SE,,13.48
2023-12-01T02:43:00Z,32.4,29.6,30.4,1028,0,12.4,12.2,20.2,2.16,NE,,13.48
2023-12-01T02:44:00Z,32.6,29.2,30.4,1029,0,12.4,12.3,20.3,4.18,ENE,,13.48
2023-12-01T02:45:00Z,32.2,29.2,30.4,1033,0,12.0,12.2,20.0,6.19,ENE,,13.48
2023-12-01T02:46:00Z,32.1,29.8,30.5,1032,0,12.2,12.0,20.1,2.66,WSW,,13.48
2023-12-01T02:47:00Z,32.3,29.8,30.5,1035,0,12.4,12.1,20.2,2.16,ESE,,13.48
2023-12-01T02:48:00Z,32.6,29.2,30.6,1038,0,12.4,12.3,20.3,1.66,E,,13.48
2023-12-01T02:49:00Z,33.0,28.4,30.6,1040,0,12.3,12.7,20.3,2.16,E,,13.48
2023-12-01T02:50:00Z,32.9,28.3,30.6,1042,0,12.1,12.7,20.2,3.67,NNE,,13.48
2023-12-01T02:51:00Z,32.8,28.6,30.7,1044,0,12.2,12.6,20.2,3.17,E,,13.48
2023-12-01T02:52:00Z,32.7,29.1,30.7,1045,0,12.4,12.4,20.3,4.18,E,,13.48
2023-12-01T02:53:00Z,32.4,29.2,30.8,1044,0,12.2,12.3,20.1,4.18,SE,,13.48
2023-12-01T02:54:00Z,32.3,28.3,30.8,1047,0,11.6,12.5,19.8,5.18,E,,13.48
2023-12-01T02:55:00Z,32.4,28.7,30.8,1045,0,11.9,12.4,20.0,1.15,NNE,,13.48
2023-12-01T02:56:00Z,32.2,29.0,30.9,1050,0,11.9,12.3,19.9,7.2,SE,,13.48
2023-12-01T02:57:00Z,31.9,29.2,30.9,1049,0,11.8,12.1,19.8,6.7,ESE,,13.48
2023-12-01T02:58:00Z,31.9,29.6,31.0,1047,0,12.0,12.0,19.9,5.69,ESE,,13.48
2023-12-01T02:59:00Z,31.9,29.3,31.0,1050,0,11.8,12.1,19.8,3.67,SE,,13.48
2023-12-01T03:00:00Z,31.9,30.4,31.0,1052,0,12.4,11.8,20.1,3.17,SSE,,13.48
2023-12-01T03:01:00Z,32.2,29.9,31.1,1051,0,12.4,12.0,20.2,3.17,SSE,,13.48
2023-12-01T03:02:00Z,32.2,29.5,31.1,1051,0,12.2,12.1,20.1,3.67,SE,,13.48
2023-12-01T03:03:00Z,32.3,29.4,31.2,1055,0,12.2,12.2,20.1,3.17,ENE,,13.48
2023-12-01T03:04:00Z,32.3,28.5,31.2,1062,0,11.7,12.4,19.9,7.7,ENE,,13.48
2023-12-01T03:05:00Z,32.1,29.2,31.2,1057,0,11.9,12.2,19.9,4.18,ESE,,13.48
2023-12-01T03:06:00Z,32.1,29.8,31.3,1056,0,12.2,12.0,20.1,4.18,SE,,13.48
2023-12-01T03:07:00Z,32.2,30.9,31.3,1055,0,12.9,11.8,20.4,3.17,SE,,13.48
2023-12-01T03:08:00Z,32.4,29.0,31.4,1053,0,12.1,12.3,20.1,3.67,NNE,,13.48
2023-12-01T03:09:00Z,32.6,28.9,31.4,1060,0,12.2,12.4,20.2,2.66,ESE,,13.48
2023-12-01T03:10:00Z,32.7,28.7,31.4,1061,0,12.2,12.5,20.2,3.17,SSE,,13.48
2023-12-01T03:11:00Z,32.3,30.0,31.5,1063,0,12.5,12.0,20.3,9.72,SSE,,13.48
2023-12-01T03:12:00Z,32.2,30.8,31.5,1064,0,12.8,11.8,20.4,8.21,SSE,,13.48
2023-12-01T03:13:00Z,32.1,31.3,31.6,1065,0,13.0,11.7,20.4,7.2,SSE,,13.48
2023-12-01T03:14:00Z,32.4,30.3,31.6,1068,0,12.8,12.0,20.4,3.67,SE,,13.48
2023-12-01T03:15:00Z,32.6,27.3,31.6,1067,0,11.3,12.8,19.8,5.69,E,,13.48
2023-12-01T03:16:00Z,32.8,28.2,31.7,1069,0,12.0,12.7,20.1,2.66,SSE,,13.48
2023-12-01T03:17:00Z,32.8,27.5,31.7,1072,0,11.6,12.8,20.0,5.69,S,,13.48
2023-12-01T03:18:00Z,32.9,26.7,31.8,1070,0,11.3,13.1,19.8,2.66,E,,13.48
2023-12-01T03:19:00Z,32.9,26.7,31.8,1073,0,11.3,13.1,19.8,3.67,SSE,,13.48
2023-12-01T03:20:00Z,32.7,26.7,31.8,1072,0,11.1,13.0,19.7,4.68,SSE,,13.48
2023-12-01T03:21:00Z,32.9,29.1,31.9,1074,0,12.6,12.5,20.4,6.19,SSE,,13.48
2023-12-01T03:22:00Z,32.7,27.9,31.9,1074,0,11.8,12.7,20.0,5.18,SSE,,13.48
2023-12-01T03:23:00Z,32.7,27.6,31.9,1073,0,11.6,12.8,19.9,3.17,SE,,13.48
2023-12-01T03:24:00Z,32.6,27.6,32.0,1074,0,11.5,12.8,19.8,4.18,S,,13.48
2023-12-01T03:25:00Z,32.6,27.7,32.0,1074,0,11.6,12.7,19.9,6.7,SE,,13.48
2023-12-01T03:26:00Z,32.6,26.5,32.1,1078,0,10.9,13.0,19.6,9.22,SE,,13.48
2023-12-01T03:27:00Z,32.3,27.6,32.1,1081,0,11.2,12.7,19.6,7.7,SE,,13.48
2023-12-01T03:28:00Z,32.5,26.8,32.1,1077,0,11.0,12.9,19.6,3.17,E,,13.48
2023-12-01T03:29:00Z,32.7,26.5,32.2,1073,0,11.0,13.1,19.6,3.67,NE,,13.48
2023-12-01T03:30:00Z,32.7,26.1,32.2,1083,0,10.7,13.2,19.5,7.7,SSE,,13.48
2023-12-01T03:31:00Z,32.3,26.2,32.2,1082,0,10.5,13.0,19.3,6.7,SSE,,13.48
2023-12-01T03:32:00Z,32.2,27.3,32.3,1082,0,11.0,12.7,19.5,3.67,SE,,13.48
2023-12-01T03:33:00Z,32.3,26.8,32.3,1085,0,10.8,12.9,19.4,6.7,SSE,,13.48
2023-12-01T03:34:00Z,32.3,26.4,32.3,1083,0,10.6,13.0,19.3,4.18,SE,,13.48
2023-12-01T03:35:00Z,32.7,26.9,32.4,1081,0,11.2,13.0,19.7,3.17,SE,,13.48
2023-12-01T03:36:00Z,32.8,25.2,32.5,1080,0,10.3,13.5,19.3,6.19,ESE,,13.48
2023-12-01T03:37:00Z,33.0,24.8,32.5,1079,0,10.2,13.6,19.4,5.18,E,,13.48
2023-12-01T03:38:00Z,32.8,25.0,32.5,1079,0,10.2,13.5,19.3,6.7,NE,,13.48
2023-12-01T03:39:00Z,33.0,25.5,32.6,1075,0,10.7,13.5,19.5,3.17,E,,13.48
2023-12-01T03:40:00Z,33.4,25.0,32.6,1072,0,10.7,13.7,19.7,1.66,NNW,,13.48
2023-12-01T03:41:00Z,33.6,24.5,32.6,1072,0,10.6,13.9,19.7,3.17,ESE,,13.48
2023-12-01T03:42:00Z,33.4,23.9,32.7,1077,0,10.0,14.0,19.4,6.7,SSE,,13.48
2023-12-01T03:43:00Z,33.1,24.6,32.7,1078,0,10.2,13.7,19.4,6.19,SSE,,13.48
2023-12-01T03:44:00Z,32.7,25.2,32.7,1082,0,10.2,13.4,19.3,6.19,SSE,,13.48
2023-12-01T03:45:00Z,32.9,25.6,32.8,1079,0,10.6,13.4,19.5,1.15,WSW,,13.48
2023-12-01T03:46:00Z,33.1,26.3,32.8,1082,0,11.2,13.3,19.8,4.18,S,,13.48
2023-12-01T03:47:00Z,33.1,27.0,32.8,1084,0,11.6,13.1,20.0,6.19,S,,13.48
2023-12-01T03:48:00Z,33.1,25.7,32.9,1082,0,10.9,13.4,19.7,8.21,S,,13.48
2023-12-01T03:49:00Z,32.7,25.0,32.9,1082,0,10.1,13.5,19.2,7.7,SE,,13.48
2023-12-01T03:50:00Z,32.6,25.3,32.9,1079,0,10.2,13.4,19.2,6.7,SSE,,13.48
2023-12-01T03:51:00Z,32.5,25.4,33.0,1078,0,10.2,13.3,19.2,4.68,S,,13.48
2023-12-01T03:52:00Z,32.8,25.9,33.0,1083,0,10.7,13.3,19.5,3.67,SW,,13.48
2023-12-01T03:53:00Z,33.0,23.9,33.0,1084,0,9.7,13.9,19.1,4.68,S,,13.48
2023-12-01T03:54:00Z,33.1,26.1,33.1,1082,0,11.1,13.3,19.8,4.18,SSW,,13.48
2023-12-01T03:55:00Z,33.3,24.1,33.1,1082,0,10.1,13.9,19.4,1.15,SSE,,13.48
2023-12-01T03:56:00Z,33.5,23.9,33.1,1084,0,10.1,14.1,19.4,4.68,S,,13.48
2023-12-01T03:57:00Z,33.7,25.0,33.2,1085,0,10.9,13.8,19.9,5.18,S,,13.48
2023-12-01T03:58:00Z,33.4,22.1,33.2,1085,0,8.9,14.6,18.8,4.68,SE,,13.48
2023-12-01T03:59:00Z,33.5,22.5,33.3,1083,0,9.2,14.5,19.0,5.18,SSE,,13.48
2023-12-01T04:00:00Z,33.5,22.9,33.3,1082,0,9.5,14.4,19.1,5.69,SSW,,13.48
2023-12-01T04:01:00Z,33.2,22.0,33.3,1080,0,8.6,14.5,18.7,6.7,SSE,,13.48
2023-12-01T04:02:00Z,33.3,21.6,33.4,1073,0,8.4,14.7,18.6,5.18,SW,,13.48
2023-12-01T04:03:00Z,33.5,22.1,33.4,1072,0,8.9,14.6,18.9,4.68,SSW,,13.48
2023-12-01T04:04:00Z,33.6,20.9,33.4,1083,0,8.2,15.0,18.6,5.69,SSE,,13.48
2023-12-01T04:05:00Z,33.6,18.9,33.5,1085,0,6.7,15.6,18.0,5.18,ESE,,13.48
2023-12-01T04:06:00Z,33.6,19.5,33.5,1085,0,7.2,15.4,18.2,5.18,ESE,,13.48
2023-12-01T04:07:00Z,33.4,20.2,33.5,1082,0,7.5,15.1,18.3,5.18,S,,13.48
2023-12-01T04:08:00Z,33.5,19.9,33.6,1085,0,7.4,15.3,18.2,2.66,SSW,,13.48
2023-12-01T04:09:00Z,33.8,19.3,33.6,1084,0,7.2,15.6,18.2,2.66,ENE,,13.48
